customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_calls,is_active,signup_date,churn
CUST-000717,49,50.93,2410.79,one-year,fiber,10,true,2024-08-14,0
CUST-000718,33,118.21,3578.71,one-year,dsl,2,true,2024-05-02,0
CUST-000719,29,69.37,2023.48,two-year,none,7,true,2024-06-27,0
CUST-000720,57,69.66,3761.58,month-to-month,fiber,8,true,2023-02-12,0
CUST-000721,45,144.3,6264.72,two-year,none,10,true,2023-12-10,0
CUST-000722,50,79.94,4002.17,month-to-month,fiber,3,true,2024-08-25,0
CUST-000723,23,60.73,1259.33,two-year,fiber,0,true,2023-01-13,0
CUST-000724,57,65.7,3777.81,two-year,dsl,4,true,2023-01-25,0
CUST-000725,27,143.56,3859.5,month-to-month,none,1,false,2024-09-11,0
CUST-000726,72,124.42,8310.7,two-year,none,1,true,2023-09-17,0
CUST-000727,58,139.95,7641.9,two-year,dsl,6,true,2024-11-14,0
CUST-000728,20,121.5,2288.07,one-year,fiber,0,true,2023-12-07,0
CUST-000729,22,77.27,1655.33,one-year,fiber,3,true,2023-07-02,0
CUST-000730,69,119.93,7718.73,month-to-month,dsl,10,false,2024-03-28,0
CUST-000731,9,29.15,264.75,month-to-month,dsl,7,false,2024-05-24,0
CUST-000732,4,106.4,400.05,two-year,dsl,5,true,2024-08-11,0
CUST-000733,61,76.69,4802.56,two-year,fiber,1,true,2023-01-04,0
CUST-000734,15,93.74,1462.7,two-year,fiber,5,true,2023-11-07,0
CUST-000735,11,67.5,763.29,two-year,none,5,false,2024-04-15,0
CUST-000736,25,42.96,972.94,one-year,none,6,true,2023-11-03,0
CUST-000737,45,83.25,3869.06,month-to-month,none,7,true,2023-05-24,0
CUST-000738,30,83.6,2280.9,month-to-month,none,8,true,2024-05-26,0
CUST-000739,4,64.11,243.79,one-year,dsl,0,true,2023-08-05,0
CUST-000740,58,142.21,8500.0,two-year,none,8,false,2024-08-16,0
CUST-000741,18,83.56,1357.97,month-to-month,dsl,9,false,2024-12-19,1
CUST-000742,6,137.61,844.74,month-to-month,dsl,1,true,2023-06-24,0
CUST-000743,14,84.63,1208.37,month-to-month,dsl,3,false,2023-07-27,0
CUST-000744,51,62.15,3316.65,two-year,none,9,true,2023-11-26,0
CUST-000745,22,63.62,1285.03,month-to-month,dsl,2,true,2023-06-22,0
CUST-000746,56,51.67,2856.77,two-year,dsl,2,false,2025-05-17,0
CUST-000747,2,134.35,245.08,one-year,dsl,0,true,2023-04-02,0
CUST-000748,53,110.16,5948.45,two-year,fiber,7,true,2023-07-31,0
CUST-000749,57,73.56,4363.63,one-year,none,9,true,2024-09-02,0
CUST-000750,11,101.53,1136.25,one-year,none,5,true,2024-07-25,0
CUST-000751,12,100.46,1240.97,month-to-month,none,8,true,2024-04-20,1
CUST-000752,35,26.9,863.26,two-year,dsl,2,true,2024-04-30,0
CUST-000753,5,27.02,128.97,month-to-month,none,3,true,2023-12-09,0
CUST-000754,13,116.25,1569.78,one-year,dsl,2,true,2023-01-30,0
CUST-000755,30,113.78,3375.53,month-to-month,dsl,5,true,2025-02-04,0
CUST-000756,14,62.4,799.09,one-year,dsl,6,true,2024-01-20,0
CUST-000757,62,27.06,1619.64,month-to-month,fiber,3,true,2024-04-10,0
CUST-000758,58,113.58,6553.41,one-year,dsl,4,true,2023-05-11,0
CUST-000759,35,37.75,1357.91,two-year,dsl,7,true,2025-02-17,0
CUST-000760,20,122.64,2442.25,one-year,none,9,true,2024-08-14,0
CUST-000761,52,131.41,6651.43,month-to-month,dsl,3,true,2025-05-07,0
CUST-000762,54,115.7,5854.18,month-to-month,none,5,true,2023-08-16,0
CUST-000763,0,74.31,67.37,two-year,dsl,7,true,2024-05-31,0
CUST-000764,61,125.26,7675.23,two-year,fiber,1,true,2023-09-04,0
CUST-000765,52,143.49,6863.87,month-to-month,none,4,true,2023-04-03,0
CUST-000766,20,111.43,2292.53,two-year,fiber,9,false,2024-04-10,0
CUST-000767,51,44.04,2315.07,month-to-month,none,10,true,2024-10-10,0
CUST-000768,49,136.15,6337.36,two-year,dsl,0,true,2025-02-09,0
CUST-000769,26,122.4,2902.81,two-year,none,5,true,2023-02-26,0
CUST-000770,6,34.43,197.25,two-year,fiber,9,false,2024-01-11,0
CUST-000771,8,92.9,755.12,two-year,none,2,true,2023-09-02,0
CUST-000772,26,117.91,3108.99,two-year,fiber,5,true,2023-10-01,0
CUST-000773,6,28.24,161.27,one-year,fiber,7,true,2025-04-29,0
CUST-000774,68,136.93,9011.39,two-year,none,5,true,2024-12-10,0
CUST-000775,58,31.35,1743.03,month-to-month,dsl,2,true,2023-03-20,0
CUST-000776,18,84.52,1568.9,one-year,dsl,8,true,2023-01-24,0
CUST-000777,16,81.61,1257.47,two-year,none,10,false,2023-07-13,0
CUST-000778,42,73.52,2937.83,month-to-month,none,10,true,2024-05-12,0
CUST-000779,70,77.88,5155.1,two-year,none,2,true,2023-11-10,0
CUST-000780,61,68.35,3932.62,one-year,dsl,0,false,2023-10-19,0
CUST-000781,20,112.54,2122.02,month-to-month,none,2,true,2024-12-10,0
CUST-000782,30,35.2,1107.81,month-to-month,dsl,9,false,2023-09-24,0
CUST-000783,4,106.52,445.98,month-to-month,none,2,true,2024-07-06,1
CUST-000784,15,139.66,2012.54,two-year,fiber,7,true,2024-04-14,0
CUST-000785,69,146.83,9621.59,month-to-month,dsl,4,true,2023-10-24,0
CUST-000786,18,123.94,2251.63,two-year,none,7,true,2023-04-26,0
CUST-000787,70,35.19,2226.13,month-to-month,dsl,9,true,2024-04-01,0
CUST-000788,24,95.85,2147.01,one-year,dsl,4,true,2023-03-27,0
CUST-000789,11,146.86,1549.49,one-year,none,7,true,2024-09-11,0
CUST-000790,46,71.68,3321.66,month-to-month,none,6,true,2024-01-17,0
CUST-000791,39,147.08,5914.77,one-year,fiber,1,true,2024-03-30,0
CUST-000792,36,41.29,1500.12,one-year,fiber,6,true,2024-02-29,0
CUST-000793,11,38.67,402.18,two-year,none,8,true,2023-03-09,0
CUST-000794,11,20.86,228.5,two-year,fiber,4,true,2024-07-23,0
CUST-000795,25,44.18,1057.3,two-year,dsl,8,true,2025-04-22,0
CUST-000796,63,92.71,5662.69,two-year,fiber,0,true,2023-06-07,0
CUST-000797,60,36.14,2168.16,two-year,none,4,true,2024-05-18,0
CUST-000798,3,35.52,100.34,two-year,dsl,1,true,2024-01-06,0
CUST-000799,33,101.64,3258.21,two-year,fiber,1,true,2025-01-20,0
CUST-000800,7,39.0,264.58,one-year,dsl,2,true,2023-02-24,0
CUST-000801,45,26.33,1118.2,one-year,none,10,true,2024-06-10,0
CUST-000802,12,97.84,1086.11,two-year,dsl,5,true,2025-04-26,0
CUST-000803,46,32.46,1473.76,one-year,fiber,2,false,2024-06-14,0
CUST-000804,43,139.72,5554.08,one-year,fiber,3,true,2023-08-15,0
CUST-000805,67,129.99,8769.27,two-year,none,1,true,2023-03-20,0
CUST-000806,61,65.27,3996.03,month-to-month,dsl,2,true,2024-09-03,0
CUST-000807,38,23.74,922.13,one-year,dsl,3,false,2024-12-11,0
CUST-000808,16,47.28,792.16,month-to-month,fiber,6,true,2025-03-13,0
CUST-000809,55,25.53,1286.44,month-to-month,fiber,10,true,2023-03-02,0
CUST-000810,8,59.21,427.04,one-year,dsl,1,true,2024-09-08,0
CUST-000811,44,23.8,965.34,month-to-month,dsl,4,true,2023-12-23,0
CUST-000812,30,85.64,2338.62,two-year,none,9,true,2024-06-25,0
CUST-000813,21,137.22,2825.63,month-to-month,fiber,1,true,2024-05-31,0
CUST-000814,23,77.16,1852.17,one-year,fiber,2,true,2024-01-24,0
CUST-000815,52,34.67,1888.82,two-year,dsl,1,true,2024-06-16,0
CUST-000816,36,92.43,3015.0,one-year,none,5,true,2024-01-30,0
CUST-000817,39,109.32,4375.03,two-year,none,3,true,2023-10-25,0
CUST-000818,8,136.32,1112.77,one-year,dsl,10,true,2023-01-14,1
CUST-000819,13,71.53,909.8,one-year,none,10,false,2023-05-27,0
CUST-000820,13,116.39,1564.31,two-year,none,2,false,2023-07-23,0
CUST-000821,15,50.27,726.68,two-year,fiber,7,true,2024-12-31,0
CUST-000822,51,66.29,3380.8,two-year,fiber,6,true,2024-06-07,0
CUST-000823,15,52.59,768.81,one-year,dsl,10,true,2023-01-31,0
CUST-000824,63,108.15,7125.58,month-to-month,dsl,6,true,2023-12-01,0
CUST-000825,12,118.82,1424.65,two-year,none,8,true,2025-03-22,0
CUST-000826,63,83.73,4954.53,one-year,none,5,true,2024-07-07,0
CUST-000827,15,69.87,992.7,month-to-month,fiber,6,true,2023-02-06,0
CUST-000828,38,135.01,4743.66,two-year,none,6,false,2025-01-02,0
CUST-000829,62,105.81,6578.63,month-to-month,none,9,true,2024-07-29,0
CUST-000830,50,54.24,2681.24,two-year,dsl,6,true,2023-12-28,0
CUST-000831,7,23.66,150.18,one-year,fiber,5,true,2025-01-29,0
CUST-000832,48,32.66,1492.07,two-year,fiber,5,true,2023-02-27,0
CUST-000833,39,97.03,3922.51,month-to-month,dsl,1,true,2023-04-28,0
CUST-000834,41,24.86,1017.9,month-to-month,none,6,true,2024-03-07,0
CUST-000835,2,148.15,283.46,two-year,fiber,6,true,2023-04-11,0
CUST-000836,26,63.68,1614.98,month-to-month,none,10,true,2024-09-21,0
CUST-000837,63,102.61,6762.54,one-year,dsl,1,true,2024-07-02,0
CUST-000838,38,149.51,5455.85,one-year,dsl,3,true,2023-04-05,0
CUST-000839,43,55.54,2352.31,two-year,dsl,8,true,2023-08-03,0
CUST-000840,38,85.6,3073.85,month-to-month,none,10,true,2023-07-24,0
CUST-000841,65,78.92,5204.27,one-year,none,2,true,2024-10-04,0
CUST-000842,63,47.68,3136.96,month-to-month,none,7,true,2024-10-15,0
CUST-000843,72,114.46,7491.03,two-year,fiber,3,true,2023-06-01,0
CUST-000844,38,129.74,4740.5,two-year,none,1,true,2025-05-16,0
CUST-000845,20,53.34,1056.33,one-year,none,6,true,2023-06-03,0
CUST-000846,59,83.1,5141.64,month-to-month,fiber,6,true,2023-02-07,0
CUST-000847,3,53.59,164.07,one-year,dsl,10,true,2024-10-21,1
CUST-000848,2,27.19,56.25,two-year,fiber,5,true,2025-06-06,0
CUST-000849,11,71.6,808.06,one-year,fiber,2,true,2024-08-07,0
CUST-000850,67,52.74,3649.07,month-to-month,none,3,true,2025-03-02,0
CUST-000851,49,124.76,6184.12,one-year,none,6,true,2023-04-20,0
CUST-000852,52,53.06,2727.18,one-year,fiber,7,true,2024-12-17,0
CUST-000853,54,81.73,4135.16,one-year,none,4,true,2023-05-29,0
CUST-000854,39,22.74,926.79,two-year,fiber,9,false,2025-01-27,0
CUST-000855,30,52.89,1519.59,month-to-month,none,10,true,2024-01-07,1
CUST-000856,68,132.7,9282.1,two-year,dsl,6,false,2024-02-07,0
CUST-000857,11,141.72,1579.97,one-year,fiber,4,true,2023-06-14,0
CUST-000858,52,122.61,6000.23,two-year,fiber,1,true,2024-05-18,0
CUST-000859,54,133.98,7401.59,one-year,fiber,2,true,2024-06-02,0
CUST-000860,70,115.91,7853.97,one-year,none,0,true,2024-10-18,0
CUST-000861,17,20.4,322.53,two-year,fiber,4,true,2023-03-26,0
CUST-000862,16,130.1,2087.56,month-to-month,none,5,true,2025-06-13,0
CUST-000863,41,123.94,4724.81,one-year,dsl,6,true,2024-02-07,0
CUST-000864,2,143.25,297.52,two-year,dsl,10,true,2023-08-23,1
CUST-000865,33,111.16,3394.31,one-year,dsl,6,true,2024-09-06,0
CUST-000866,21,143.14,2758.26,month-to-month,fiber,8,true,2024-04-09,1
CUST-000867,28,112.76,2931.79,one-year,dsl,4,true,2024-05-21,0
CUST-000868,27,149.38,3801.13,one-year,dsl,10,true,2023-07-04,0
CUST-000869,37,146.9,5083.76,month-to-month,dsl,7,true,2024-01-14,0
CUST-000870,10,21.34,196.32,two-year,fiber,5,true,2024-02-12,0
CUST-000871,54,115.69,5862.64,two-year,fiber,1,true,2023-02-23,0
CUST-000872,45,149.58,7006.39,month-to-month,fiber,9,true,2025-04-09,0
CUST-000873,48,59.33,2731.66,one-year,none,5,false,2024-07-26,0
CUST-000874,21,85.49,1866.29,month-to-month,fiber,7,false,2023-11-21,1
CUST-000875,33,35.19,1052.84,one-year,dsl,2,true,2025-05-04,0
CUST-000876,36,137.36,4645.7,one-year,fiber,4,true,2024-03-22,0
CUST-000877,62,119.28,6823.62,one-year,none,10,true,2024-03-26,0
CUST-000878,29,43.81,1233.06,month-to-month,dsl,2,true,2024-03-22,0
CUST-000879,56,66.35,3739.21,one-year,dsl,7,true,2023-04-26,0
CUST-000880,44,32.17,1458.26,month-to-month,dsl,2,true,2025-02-06,0
CUST-000881,27,95.86,2706.62,one-year,none,8,true,2023-07-04,0
CUST-000882,63,108.0,7029.25,month-to-month,dsl,0,true,2024-11-27,0
CUST-000883,13,128.81,1545.7,one-year,none,1,true,2024-12-25,0
CUST-000884,34,97.25,2978.73,one-year,none,0,true,2024-04-08,0
CUST-000885,72,36.81,2728.48,two-year,none,10,true,2025-03-28,0
CUST-000886,48,32.03,1442.54,month-to-month,none,3,true,2025-06-05,0
CUST-000887,20,70.51,1354.3,month-to-month,dsl,10,true,2024-10-31,0
CUST-000888,55,115.67,6605.22,one-year,fiber,10,true,2024-01-03,0
CUST-000889,25,83.65,2159.87,one-year,none,7,true,2024-09-06,0
CUST-000890,23,76.43,1694.43,one-year,fiber,0,true,2024-04-19,0
CUST-000891,19,140.99,2622.8,two-year,none,10,true,2023-10-25,0
CUST-000892,38,39.32,1373.38,month-to-month,fiber,4,true,2024-06-19,0
CUST-000893,70,29.95,1901.03,two-year,dsl,1,true,2024-02-27,0
CUST-000894,72,125.67,8625.86,two-year,none,9,false,2024-05-30,0
CUST-000895,59,43.34,2371.24,two-year,none,6,false,2024-03-02,0
CUST-000896,58,118.46,6647.33,one-year,fiber,4,true,2025-06-11,0
CUST-000897,10,117.11,1160.1,month-to-month,dsl,10,false,2024-07-01,1
CUST-000898,1,42.33,41.13,one-year,dsl,6,true,2025-02-01,0
CUST-000899,46,109.79,5274.93,one-year,fiber,10,true,2023-11-06,0
CUST-000900,24,34.55,748.26,month-to-month,dsl,3,true,2023-08-03,0
CUST-000901,30,76.65,2285.49,month-to-month,none,8,true,2023-11-05,1
CUST-000902,54,22.84,1140.75,month-to-month,fiber,2,true,2024-03-31,0
CUST-000903,57,96.08,5094.3,one-year,dsl,9,true,2024-02-06,0
CUST-000904,55,147.33,8324.3,month-to-month,dsl,9,true,2024-07-21,0
CUST-000905,51,83.19,4194.56,month-to-month,fiber,9,true,2025-04-16,0
CUST-000906,7,88.68,597.98,month-to-month,none,5,true,2023-10-02,1
CUST-000907,14,84.32,1228.7,one-year,fiber,5,true,2024-03-22,0
CUST-000908,24,81.0,1877.35,one-year,none,8,true,2024-12-02,0
CUST-000909,59,37.05,2063.56,two-year,none,6,true,2025-05-03,0
CUST-000910,46,123.48,5793.47,two-year,none,2,true,2023-10-17,0
CUST-000911,61,36.78,2086.36,month-to-month,none,9,true,2025-03-23,0
CUST-000912,30,47.23,1285.21,one-year,fiber,0,true,2023-09-25,0
CUST-000913,64,24.16,1406.38,month-to-month,dsl,6,false,2023-08-21,0
CUST-000914,33,149.18,5010.24,month-to-month,fiber,0,true,2024-07-24,0
CUST-000915,65,98.56,5865.84,month-to-month,none,0,true,2024-03-24,0
CUST-000916,13,127.07,1497.12,month-to-month,dsl,1,true,2023-05-01,0
CUST-000917,37,112.06,4205.49,one-year,dsl,7,true,2023-04-12,0
CUST-000918,17,35.99,569.18,one-year,fiber,6,true,2023-01-07,0
CUST-000919,36,85.65,2814.48,one-year,fiber,5,true,2024-02-29,0
CUST-000920,19,117.92,2194.43,two-year,dsl,3,false,2024-03-15,0
CUST-000921,66,123.3,7765.63,one-year,fiber,0,true,2025-02-27,0
CUST-000922,10,63.98,614.37,two-year,dsl,2,true,2024-02-07,0
CUST-000923,19,137.33,2370.97,two-year,none,10,true,2025-03-29,0
CUST-000924,53,72.26,3837.94,two-year,fiber,8,true,2025-01-08,0
CUST-000925,35,137.03,4755.57,one-year,dsl,2,true,2024-04-01,0
CUST-000926,56,110.67,6402.98,two-year,none,10,true,2023-07-22,0
CUST-000927,68,63.48,4354.47,month-to-month,dsl,2,true,2024-07-07,0
CUST-000928,70,60.59,4033.93,month-to-month,none,10,true,2023-01-29,0
CUST-000929,33,51.37,1722.54,two-year,none,6,true,2023-04-24,0
CUST-000930,64,66.08,3836.49,one-year,fiber,10,true,2024-04-04,0
CUST-000931,58,64.07,3476.06,two-year,dsl,9,true,2024-10-04,0
CUST-000932,44,58.9,2591.7,two-year,dsl,9,true,2025-01-01,0
CUST-000933,13,62.62,803.77,two-year,dsl,5,true,2023-05-31,0
CUST-000934,11,28.09,319.27,one-year,dsl,7,true,2023-03-21,0
CUST-000935,71,87.46,5956.41,two-year,fiber,4,true,2024-10-13,0
CUST-000936,62,115.12,6870.06,one-year,none,2,false,2023-05-11,0
CUST-000937,65,132.23,7887.66,one-year,dsl,3,true,2023-02-03,0
CUST-000938,15,98.21,1416.13,two-year,fiber,1,true,2023-10-24,0
CUST-000939,47,59.64,2680.22,month-to-month,dsl,4,true,2025-03-21,0
CUST-000940,6,141.79,804.61,two-year,fiber,4,true,2025-04-18,0
CUST-000941,70,65.32,4712.15,month-to-month,dsl,6,true,2023-11-14,0
CUST-000942,60,128.48,7901.92,one-year,fiber,2,true,2024-05-31,0
CUST-000943,57,39.37,2264.69,one-year,none,1,true,2024-11-11,0
CUST-000944,50,64.07,2905.17,one-year,dsl,10,true,2025-01-23,0
CUST-000945,3,94.36,288.58,month-to-month,dsl,4,true,2023-05-07,1
CUST-000946,69,94.99,5950.86,month-to-month,dsl,9,true,2025-02-07,0
CUST-000947,68,43.37,2662.64,month-to-month,dsl,3,true,2024-12-23,0
CUST-000948,10,124.9,1237.79,two-year,fiber,6,true,2024-05-18,0
CUST-000949,55,43.47,2160.39,month-to-month,fiber,8,true,2023-09-21,0
CUST-000950,21,57.1,1112.05,month-to-month,none,1,true,2024-02-22,0
CUST-000951,41,43.59,1799.69,month-to-month,none,4,true,2023-11-24,0
CUST-000952,48,142.41,7074.42,one-year,fiber,0,true,2025-02-09,0
CUST-000953,65,117.81,7334.17,month-to-month,fiber,1,true,2023-11-22,0
CUST-000954,61,23.76,1442.16,one-year,dsl,0,true,2024-08-23,0
CUST-000955,16,59.6,916.42,month-to-month,none,1,true,2024-05-27,0
CUST-000956,69,148.09,10395.02,month-to-month,fiber,8,true,2024-07-22,0
CUST-000957,37,104.9,3590.62,month-to-month,fiber,0,true,2024-05-08,0
CUST-000958,48,149.9,7384.91,one-year,none,3,true,2024-06-06,0
CUST-000959,68,93.2,5989.64,month-to-month,none,6,true,2025-04-30,0
CUST-000960,55,47.41,2544.25,two-year,fiber,5,true,2023-12-17,0
CUST-000961,34,51.97,1850.83,two-year,fiber,5,true,2024-09-05,0
CUST-000962,0,99.14,89.29,two-year,dsl,0,true,2024-02-28,0
CUST-000963,62,119.12,7243.05,two-year,none,10,true,2024-07-05,0
CUST-000964,15,65.89,1010.01,two-year,fiber,9,true,2023-07-01,0
CUST-000965,15,80.15,1250.87,two-year,dsl,7,false,2025-01-30,0
CUST-000966,45,44.9,2065.84,one-year,none,10,true,2025-01-05,0
CUST-000967,4,56.5,234.06,one-year,fiber,9,true,2023-07-20,1
CUST-000968,14,133.09,1835.99,two-year,fiber,7,true,2023-07-18,0
CUST-000969,72,42.82,3046.74,two-year,none,1,false,2024-08-06,0
CUST-000970,35,44.94,1575.57,two-year,none,10,true,2023-09-16,0
CUST-000971,54,103.33,5811.17,one-year,dsl,0,true,2023-11-27,0
CUST-000972,15,108.42,1577.49,one-year,fiber,5,true,2023-02-14,0
CUST-000973,35,139.39,4780.4,month-to-month,dsl,5,false,2023-07-19,0
CUST-000974,28,147.15,3970.11,two-year,dsl,1,true,2023-07-21,0
CUST-000975,12,23.62,273.46,one-year,dsl,0,true,2024-10-03,0
CUST-000976,13,81.56,1106.74,one-year,dsl,0,true,2024-06-16,0
CUST-000977,56,119.33,6641.06,month-to-month,none,9,false,2023-03-04,0
CUST-000978,8,121.74,885.59,one-year,fiber,7,false,2024-09-17,0
CUST-000979,7,92.7,612.72,month-to-month,dsl,6,true,2024-09-24,1
CUST-000980,1,78.94,76.54,month-to-month,none,6,true,2024-09-26,0
CUST-000981,3,79.03,225.05,two-year,none,3,false,2023-01-13,0
CUST-000982,24,137.57,3033.9,month-to-month,none,8,true,2024-03-07,0
CUST-000983,23,51.61,1210.24,two-year,fiber,0,false,2024-08-21,0
CUST-000984,39,95.88,3668.91,two-year,fiber,2,false,2023-11-13,0
CUST-000985,1,87.3,87.18,one-year,fiber,2,false,2024-06-03,0
CUST-000986,54,64.7,3656.18,two-year,dsl,10,true,2025-03-15,0
CUST-000987,60,110.32,6932.21,month-to-month,none,9,true,2025-05-22,0
CUST-000988,38,74.43,2614.35,one-year,none,7,true,2023-02-13,0
CUST-000989,28,110.12,2990.8,month-to-month,none,3,true,2025-01-22,0
CUST-000990,48,46.69,2078.95,one-year,none,0,true,2023-03-17,0
CUST-000991,18,57.77,966.2,two-year,dsl,9,true,2024-01-04,0
CUST-000992,25,56.93,1327.67,month-to-month,dsl,4,true,2023-12-14,0
CUST-000993,25,22.79,584.81,month-to-month,dsl,1,false,2024-11-24,0
CUST-000994,43,141.69,5762.21,two-year,dsl,3,true,2024-01-17,0
CUST-000995,55,134.19,6714.78,two-year,none,2,true,2023-05-14,0
CUST-000996,48,110.27,5016.1,month-to-month,none,6,true,2023-09-08,0
CUST-000997,24,131.08,2970.15,two-year,none,2,true,2023-02-24,0
CUST-000998,65,145.89,9794.6,one-year,dsl,3,true,2025-03-14,0
CUST-000999,8,41.77,320.2,two-year,none,10,true,2024-01-19,0
CUST-001000,41,112.62,4519.63,one-year,dsl,7,true,2024-05-21,0
CUST-001001,4,46.94,194.19,two-year,fiber,7,true,2024-02-10,0
CUST-001002,20,141.61,2707.91,one-year,fiber,8,false,2025-02-08,0
CUST-001003,45,49.92,2035.62,one-year,none,8,true,2024-03-12,0
CUST-001004,47,124.59,5548.61,one-year,fiber,6,false,2024-03-28,0
CUST-001005,45,137.19,5828.93,two-year,dsl,8,true,2024-10-21,0
CUST-001006,12,35.42,405.5,one-year,dsl,8,true,2023-07-21,0
CUST-001007,35,44.78,1552.58,one-year,fiber,2,true,2025-02-09,0
CUST-001008,1,120.11,113.18,two-year,fiber,5,true,2024-02-18,0
CUST-001009,1,81.36,79.48,two-year,none,2,true,2023-08-22,0
CUST-001010,60,50.38,2986.68,two-year,dsl,8,true,2025-01-09,0
CUST-001011,40,129.95,5012.53,one-year,dsl,6,true,2024-04-05,0
CUST-001012,17,95.08,1485.84,month-to-month,fiber,0,true,2024-11-05,0
CUST-001013,53,75.34,4044.51,one-year,dsl,8,true,2024-08-24,0
CUST-001014,19,147.04,2931.04,month-to-month,dsl,9,true,2024-09-09,1
CUST-001015,48,46.55,2141.89,two-year,fiber,8,true,2024-05-01,0
CUST-001016,38,32.12,1117.6,two-year,fiber,8,true,2025-04-26,0
CUST-001017,23,45.87,1093.73,one-year,dsl,6,true,2023-08-27,0
CUST-001018,58,27.47,1557.86,two-year,dsl,2,true,2024-02-25,0
CUST-001019,68,74.39,5116.55,month-to-month,dsl,6,true,2025-06-05,0
CUST-001020,55,126.33,6946.2,month-to-month,fiber,2,true,2023-11-14,0
CUST-001021,58,55.81,2916.9,two-year,none,2,true,2025-04-24,0
CUST-001022,42,138.34,5995.55,month-to-month,none,7,true,2023-02-10,0
CUST-001023,58,65.08,3874.28,one-year,none,4,true,2025-04-23,0
CUST-001024,31,43.35,1333.99,month-to-month,fiber,6,true,2024-11-05,0
CUST-001025,50,110.82,5023.19,two-year,dsl,2,true,2024-10-05,0
CUST-001026,27,138.14,3586.9,two-year,dsl,8,false,2024-01-13,0
CUST-001027,41,73.31,2779.46,month-to-month,none,3,true,2024-04-18,0
CUST-001028,59,69.55,4152.25,two-year,none,3,true,2023-01-11,0
CUST-001029,41,107.14,4259.36,two-year,dsl,7,false,2024-07-15,0
CUST-001030,17,81.2,1300.16,two-year,fiber,2,true,2023-01-19,0
CUST-001031,15,89.5,1286.96,month-to-month,fiber,1,true,2023-01-12,0
CUST-001032,45,43.13,1954.75,month-to-month,fiber,10,true,2024-03-28,1
CUST-001033,13,70.78,870.68,two-year,none,0,true,2023-02-19,0
CUST-001034,47,138.14,6038.09,month-to-month,dsl,0,true,2023-01-15,0
CUST-001035,8,48.67,401.95,month-to-month,none,10,true,2023-06-21,1
CUST-001036,41,61.95,2524.76,two-year,dsl,9,true,2024-07-08,0
CUST-001037,29,47.79,1321.45,one-year,dsl,2,false,2024-10-31,0
CUST-001038,58,48.61,2815.7,one-year,dsl,4,true,2024-01-13,0
CUST-001039,38,119.78,4437.56,month-to-month,fiber,1,true,2025-03-21,0
CUST-001040,32,144.67,4583.05,two-year,dsl,10,true,2024-11-25,0
CUST-001041,42,42.79,1822.8,two-year,dsl,5,true,2024-11-13,0
CUST-001042,57,69.71,3957.93,one-year,dsl,3,true,2024-12-22,0
CUST-001043,15,60.15,911.89,month-to-month,dsl,3,true,2023-03-03,0
CUST-001044,25,39.72,924.14,one-year,fiber,0,true,2025-01-12,0
CUST-001045,42,37.45,1490.53,one-year,none,0,true,2024-02-29,0
CUST-001046,29,130.1,3583.09,one-year,dsl,3,true,2023-02-25,0
CUST-001047,28,99.05,2654.76,two-year,dsl,5,true,2024-10-06,0
CUST-001048,24,26.77,673.83,one-year,dsl,3,false,2023-06-27,0
CUST-001049,64,30.16,1947.13,month-to-month,dsl,4,true,2023-07-22,0
CUST-001050,31,59.4,1816.47,month-to-month,none,10,true,2025-06-02,1
CUST-001051,50,69.1,3353.45,month-to-month,fiber,6,true,2025-01-22,0
CUST-001052,2,119.05,229.55,month-to-month,fiber,1,true,2023-11-04,0
CUST-001053,22,53.45,1140.09,month-to-month,none,7,true,2024-07-29,0
CUST-001054,17,112.93,1784.19,month-to-month,fiber,3,false,2025-06-01,0
CUST-001055,62,72.59,4331.24,two-year,fiber,6,true,2024-01-18,0
CUST-001056,9,73.14,596.27,one-year,none,1,true,2024-08-02,0
CUST-001057,44,86.25,3693.65,one-year,fiber,5,true,2024-10-28,0
CUST-001058,31,51.51,1445.39,one-year,none,5,true,2024-11-23,0
CUST-001059,18,53.97,940.68,two-year,none,10,false,2023-09-11,0
CUST-001060,1,35.17,32.14,two-year,dsl,6,true,2024-08-23,0
CUST-001061,24,133.88,2971.73,month-to-month,none,6,true,2023-11-06,0
CUST-001062,48,96.19,4663.71,two-year,none,1,false,2024-08-09,0
CUST-001063,34,117.33,4146.8,one-year,dsl,6,true,2023-01-07,0
CUST-001064,12,29.08,350.51,one-year,dsl,8,true,2023-10-23,0
CUST-001065,47,44.23,1912.82,month-to-month,dsl,7,true,2023-04-23,0
CUST-001066,25,27.67,641.54,month-to-month,dsl,3,true,2025-06-11,0
CUST-001067,13,132.89,1597.86,two-year,none,4,false,2023-05-08,0
CUST-001068,30,82.13,2466.17,one-year,dsl,1,false,2023-09-30,0
CUST-001069,5,32.59,159.42,month-to-month,none,0,true,2024-06-16,0
CUST-001070,60,118.4,7037.62,one-year,fiber,5,true,2023-12-18,0
CUST-001071,51,69.2,3206.58,month-to-month,fiber,5,true,2025-04-05,0
CUST-001072,51,114.28,6021.75,one-year,none,2,false,2023-05-06,0
CUST-001073,31,67.9,2089.65,one-year,none,10,true,2024-06-11,0
CUST-001074,41,22.16,866.79,month-to-month,dsl,0,true,2025-01-23,0
CUST-001075,62,72.02,4429.02,one-year,dsl,1,true,2024-05-02,0
